,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,49,NaN,5921,1,10305,1050560,NaN
1,1,44,0,5921,4291,11682,1070592,NaN
2,1,51,1,5921,5354,3470,1085072,NaN
3,1,46,0,5921,5554,7734,1103768,NaN
4,1,40,0,5921,4300,6188,1123536,NaN
5,1,55,1,5921,5253,4500,1140841,NaN
6,1,46,0,5921,5699,7581,1165010,NaN
7,1,46,0,5921,4374,8045,1185648,NaN
8,1,49,1,5921,4657,10710,1204009,NaN
9,1,44,0,5921,5933,11226,1222153,NaN
10,1,47,1,5921,4574,10558,1243200,NaN
11,1,46,1,5921,4553,15050,1265896,NaN
12,1,49,1,5921,4465,9450,1282489,NaN
13,1,48,0,5921,2305,8920,1299256,NaN
14,1,47,1,5921,4203,12341,1320888,NaN
15,1,46,0,5921,4299,7970,1335504,NaN
16,1,46,0,5921,5214,14006,1354680,NaN
17,1,47,1,5921,3737,8810,1368520,NaN
18,1,47,1,5921,2199,7061,1382952,NaN
19,1,47,0,5921,4719,6150,1400344,NaN
20,1,48,1,5921,1316,6100,1412615,NaN
