,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,49,NaN,3274,1,105356,1002204,1
1,1,51,1,3274,8083,19970,1055051,1
2,1,57,1,3274,7922,11401,1094618,1
3,1,55,0,3274,5278,9176,1131817,1
4,1,52,1,3274,7695,19471,1166698,1
5,1,49,0,3274,1386,11590,1197044,1
6,1,49,1,3274,7566,4330,1213340,1
7,1,49,1,3274,7560,5981,1254994,1
8,1,50,0,3274,7616,4083,1272741,1
9,1,50,1,3274,7521,15037,1301177,1
10,1,50,0,3274,1921,6705,1320357,1
11,1,50,0,3274,8159,10016,1356461,1
12,1,50,0,3274,7543,11558,1377734,1
13,1,50,1,3274,5474,10894,1414944,1
14,1,50,0,3274,8371,12101,1443705,1
15,1,50,1,3274,5335,9886,1465130,1
16,1,50,1,3274,4093,2216,1486092,1
17,1,50,0,3274,7558,2204,1497936,1
18,1,50,0,3274,6952,4451,1509087,1
19,1,50,1,3274,3543,10880,1541580,1
20,1,51,0,3274,8341,4326,1557055,1
