,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,66,NaN,7866,1,5971,1001366,NaN
1,0,51,1,7866,372,6568,1018739,NaN
2,0,61,0,7866,7603,6067,1031387,NaN
3,0,47,1,7866,7586,2512,1048999,NaN
4,0,37,1,7866,8159,2740,1063516,NaN
5,0,51,0,7866,7532,3392,1074143,NaN
6,0,29,1,7866,7558,2548,1083824,NaN
7,0,42,0,7866,7521,1906,1092937,NaN
8,0,31,1,7866,7922,2310,1101967,NaN
9,0,16,1,7866,8083,2562,1109196,NaN
10,0,33,0,7866,6500,2370,1116521,NaN
11,0,39,0,7866,5278,2194,1123771,NaN
12,0,25,1,7866,7560,1844,1130419,NaN
13,0,42,0,7866,4227,3250,1139138,NaN
14,0,50,0,7866,4200,3360,1147086,NaN
15,0,38,1,7866,8322,2569,1154039,NaN
16,0,50,0,7866,4196,2675,1164808,NaN
17,0,40,1,7866,7749,2426,1171478,NaN
18,0,48,0,7866,3960,3550,1179281,NaN
19,0,55,0,7866,1921,2050,1185744,NaN
20,0,49,1,7866,8161,2022,1194026,NaN
