,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,85,NaN,7771,1,19065,400147,1
1,0,90,0,7771,7695,12915,430503,1
2,0,95,0,7771,7680,12571,452975,1
3,0,90,1,7771,7665,10000,487307,1
4,0,90,0,7771,5569,9969,507205,1
5,0,80,1,7771,7616,7780,538052,1
6,0,70,0,7771,8159,3719,554257,1
7,0,85,0,7771,7521,5626,569159,1
8,0,70,1,7771,7552,9299,586769,1
9,0,69,0,7771,7918,4842,604492,1
10,0,70,1,7771,6086,9402,623878,1
11,0,65,1,7771,4285,7476,639582,1
12,0,60,1,7771,4196,6990,660041,1
13,0,60,0,7771,3882,3417,674258,1
14,0,60,1,7771,3960,9329,693115,1
15,0,60,0,7771,7529,8966,709726,1
16,0,60,0,7771,8025,4927,724152,1
17,0,59,1,7771,2523,3408,738296,1
18,0,61,1,7771,1865,3804,750775,1
19,0,61,0,7771,7657,9645,768235,1
20,0,45,1,7771,949,7159,793719,1
