,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,40,NaN,3882,1,15452,827560,NaN
1,0,60,0,3882,7517,5159,847991,NaN
2,0,55,1,3882,7665,8761,868620,NaN
3,0,66,0,3882,7921,3858,880783,NaN
4,0,55,0,3882,8185,5943,900585,NaN
5,0,60,1,3882,7609,8702,915699,NaN
6,0,57,0,3882,8161,6117,928807,NaN
7,0,35,1,3882,7571,6851,945828,NaN
8,0,60,0,3882,8303,8396,963883,NaN
9,0,44,0,3882,8343,5675,979361,NaN
10,0,46,1,3882,7552,3691,990769,NaN
11,0,45,1,3882,7543,4053,1007404,NaN
12,0,53,0,3882,8395,3961,1023063,NaN
13,0,41,1,3882,7529,4387,1037504,NaN
14,0,43,1,3882,6086,4125,1054722,NaN
15,0,57,0,3882,6500,3435,1072256,NaN
16,0,38,1,3882,5229,4207,1087061,NaN
17,0,55,0,3882,5278,2924,1100726,NaN
18,0,42,1,3882,4873,3511,1113558,NaN
19,0,18,1,3882,949,5617,1135748,NaN
20,0,35,0,3882,5569,4467,1150769,NaN
