,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,51,NaN,6740,1,142570,827879,1
1,0,49,1,6740,7543,10614,860828,1
2,0,44,1,6740,7532,6462,877264,1
3,0,43,0,6740,5474,4163,894234,1
4,0,42,1,6740,7517,6156,912831,1
5,0,44,0,6740,7603,5416,929555,1
6,0,44,1,6740,7158,4076,943715,1
7,0,43,1,6740,5278,8448,959384,1
8,0,45,0,6740,7529,7666,974161,1
9,0,46,1,6740,4200,7224,987378,1
10,0,44,0,6740,8312,4936,998540,1
11,0,46,0,6740,7695,5494,1010528,1
12,0,46,0,6740,5335,3833,1022235,1
13,0,48,1,6740,4196,4729,1032635,1
14,0,47,0,6740,1865,3567,1041989,1
15,0,43,1,6740,4093,5332,1053800,1
16,0,42,1,6740,1386,6456,1066479,1
17,0,45,0,6740,7561,9765,1089635,1
18,0,46,0,6740,7616,4353,1099795,1
19,0,46,1,6740,409,4660,1109748,1
20,0,49,0,6740,8371,2502,1117771,1
