,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,50,NaN,8407,1,10957,1161671,NaN
1,0,48,1,8407,7757,8707,1184198,NaN
2,0,51,0,8407,7755,14994,1206111,NaN
3,0,49,1,8407,7715,16113,1229655,NaN
4,0,46,1,8407,7680,10109,1246939,NaN
5,0,45,0,8407,7586,6338,1260305,NaN
6,0,43,1,8407,7603,10052,1276675,NaN
7,0,44,0,8407,3274,3625,1286422,NaN
8,0,41,1,8407,7561,6274,1299180,NaN
9,0,41,1,8407,7560,4602,1309495,NaN
10,0,45,0,8407,7752,6372,1323233,NaN
11,0,46,0,8407,6952,8758,1339848,NaN
12,0,46,1,8407,7558,2239,1347571,NaN
13,0,45,0,8407,7668,6340,1362846,NaN
14,0,50,0,8407,5474,17336,1388686,NaN
15,0,48,1,8407,4196,10669,1405134,NaN
16,0,50,0,8407,949,4790,1415733,NaN
17,0,46,1,8407,3543,3103,1424060,NaN
18,0,52,0,8407,7158,6079,1441393,NaN
19,0,55,0,8407,8322,6647,1453906,NaN
20,0,50,1,8407,1921,17251,1476977,NaN
