,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,84,NaN,7560,1,5541,1067701,NaN
1,1,52,1,7560,7529,4392,1078415,NaN
2,1,52,0,7560,7755,2852,1086379,NaN
3,1,51,1,7560,7866,2080,1092547,NaN
4,1,54,1,7560,7749,2843,1099365,NaN
5,1,51,0,7560,7715,3985,1107427,NaN
6,1,53,1,7560,8161,2425,1113886,NaN
7,1,51,0,7560,7668,1935,1120197,NaN
8,1,53,1,7560,8322,3090,1127329,NaN
9,1,56,1,7560,7875,6969,1138602,NaN
10,1,50,0,7560,7657,3760,1147632,NaN
11,1,49,0,7560,7586,2718,1155418,NaN
12,1,52,1,7560,7566,4807,1164683,NaN
13,1,49,0,7560,7558,2989,1173182,NaN
14,1,47,0,7560,6740,1717,1179150,NaN
15,1,48,1,7560,7158,2057,1185209,NaN
16,1,46,0,7560,5335,1520,1190611,NaN
17,1,49,1,7560,7757,2804,1197977,NaN
18,1,47,0,7560,5278,2007,1204603,NaN
19,1,46,0,7560,3274,2377,1210956,NaN
20,1,42,1,7560,7521,6086,1221129,NaN
