,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,36,NaN,7558,1,14291,831441,0
1,1,49,1,7558,7616,6689,851262,0
2,1,47,1,7558,7158,7744,866477,0
3,1,49,0,7558,7866,6558,882121,0
4,1,54,1,7558,7603,8560,899972,0
5,1,54,0,7558,7695,7174,912431,0
6,1,56,1,7558,7875,4835,922161,0
7,1,61,1,7558,3274,10070,937479,0
8,1,59,0,7558,7680,4916,947275,0
9,1,62,1,7558,7947,4416,955602,0
10,1,61,0,7558,7674,4989,968761,0
11,1,58,0,7558,7657,3197,977059,0
12,1,56,0,7558,7566,2243,983729,0
13,1,59,1,7558,7752,4485,992555,0
14,1,59,0,7558,6952,3375,999883,0
15,1,66,1,7558,8312,2644,1006756,0
16,1,67,1,7558,4285,5696,1016432,0
17,1,66,0,7558,4196,3078,1023644,0
18,1,66,0,7558,1921,2065,1030004,0
19,1,68,1,7558,7560,2108,1036083,0
20,1,63,0,7558,949,5573,1045893,0
