,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,61,NaN,3882,1,8672,558311,NaN
1,0,60,0,3882,7517,2017,565602,NaN
2,0,51,1,3882,7665,4216,573931,NaN
3,0,67,0,3882,7921,1840,580929,NaN
4,0,74,0,3882,8185,2062,586947,NaN
5,0,70,1,3882,7609,2304,593338,NaN
6,0,72,0,3882,8161,2500,599893,NaN
7,0,63,1,3882,7571,1710,607170,NaN
8,0,56,0,3882,8303,3002,615935,NaN
9,0,74,0,3882,8343,4302,624468,NaN
10,0,64,1,3882,7552,1299,630140,NaN
11,0,63,1,3882,7543,1308,635598,NaN
12,0,71,0,3882,8395,1919,642799,NaN
13,0,61,1,3882,7529,1822,649414,NaN
14,0,57,1,3882,6086,2580,656064,NaN
15,0,60,0,3882,6500,1457,661404,NaN
16,0,61,1,3882,5229,2724,668378,NaN
17,0,64,0,3882,5278,1320,674272,NaN
18,0,61,1,3882,4873,1514,679579,NaN
19,0,57,1,3882,949,2506,686319,NaN
20,0,57,0,3882,5569,2278,692728,NaN
