,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,22,NaN,8185,1,17578,1122904,NaN
1,1,20,0,8185,7755,7037,1141273,NaN
2,1,23,1,8185,7543,6868,1158537,NaN
3,1,21,0,8185,7921,13804,1178512,NaN
4,1,20,0,8185,7517,6860,1190135,NaN
5,1,20,1,8185,7529,4828,1206657,NaN
6,1,19,0,8185,8322,4997,1220585,NaN
7,1,19,1,8185,6952,6685,1236648,NaN
8,1,19,0,8185,8343,7907,1251967,NaN
9,1,16,0,8185,8025,8330,1280792,NaN
10,1,17,1,8185,6547,4820,1290816,NaN
11,1,17,1,8185,4227,3892,1299775,NaN
12,1,16,0,8185,7771,5325,1310919,NaN
13,1,16,1,8185,3882,6869,1324934,NaN
14,1,17,1,8185,2523,6143,1335856,NaN
15,1,15,0,8185,4873,7300,1349039,NaN
16,1,16,1,8185,1921,5308,1363159,NaN
17,1,14,0,8185,3543,5420,1379174,NaN
18,1,15,1,8185,1865,3756,1387678,NaN
19,1,15,1,8185,1386,6556,1400552,NaN
20,1,15,0,8185,4196,8052,1417295,NaN
