,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,51,NaN,6154,1,7866,1014779,NaN
1,1,46,0,6154,4371,4371,1033364,NaN
2,1,42,1,6154,5521,5210,1055770,NaN
3,1,37,0,6154,4058,4593,1072890,NaN
4,1,28,0,6154,3808,5737,1087076,NaN
5,1,33,1,6154,4436,1970,1098892,NaN
6,1,31,0,6154,2980,5059,1112835,NaN
7,1,29,1,6154,6756,3642,1125211,NaN
8,1,25,0,6154,2651,3739,1135739,NaN
9,1,21,0,6154,1143,2977,1144443,NaN
10,1,29,1,6154,6544,4882,1158211,NaN
11,1,28,1,6154,5930,2457,1176379,NaN
12,1,27,0,6154,690,3514,1192754,NaN
13,1,23,1,6154,6681,3372,1202836,NaN
14,1,25,1,6154,7106,2074,1216627,NaN
15,1,24,0,6154,545,3754,1229562,NaN
16,1,26,1,6154,6524,2786,1238946,NaN
17,1,24,0,6154,333,2266,1246361,NaN
18,1,25,1,6154,7173,4138,1257585,NaN
19,1,28,1,6154,6847,4305,1274290,NaN
20,1,25,0,6154,329,4098,1284690,NaN
