,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,41,NaN,3980,1,12347,949963,NaN
1,0,59,0,3980,4504,9541,981714,NaN
2,0,50,1,3980,4574,8212,1019138,NaN
3,0,61,0,3980,4085,3789,1034075,NaN
4,0,61,0,3980,5955,6629,1061810,NaN
5,0,50,1,3980,4299,9549,1107131,NaN
6,0,60,0,3980,5253,5309,1126762,NaN
7,0,71,0,3980,1746,3998,1139146,NaN
8,0,60,1,3980,3827,9238,1170642,NaN
9,0,60,0,3980,5933,6193,1183593,NaN
10,0,60,1,3980,3737,4298,1197121,NaN
11,0,56,1,3980,3221,8237,1217833,NaN
12,0,61,1,3980,2478,5534,1244186,NaN
13,0,62,0,3980,5387,3117,1263914,NaN
14,0,56,1,3980,2305,5260,1282026,NaN
15,0,61,0,3980,8243,3190,1297250,NaN
16,0,64,0,3980,5524,7673,1317410,NaN
17,0,61,1,3980,1881,4797,1352618,NaN
18,0,59,1,3980,1316,3580,1367994,NaN
19,0,69,0,3980,2199,8837,1383810,NaN
20,0,69,1,3980,356,6510,1400634,NaN
