,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,56,NaN,2651,1,16250,1029901,NaN
1,1,51,0,2651,6482,5585,1056944,NaN
2,1,57,1,2651,6756,3242,1074502,NaN
3,1,54,0,2651,333,4569,1090245,NaN
4,1,51,0,2651,7173,4147,1108300,NaN
5,1,55,1,2651,6338,6489,1125366,NaN
6,1,52,0,2651,3693,3706,1143868,NaN
7,1,61,1,2651,6205,5499,1159148,NaN
8,1,57,0,2651,6771,2082,1174342,NaN
9,1,52,0,2651,2084,3554,1185846,NaN
10,1,56,1,2651,6154,3162,1203044,NaN
11,1,64,1,2651,4436,2602,1214836,NaN
12,1,57,0,2651,7138,3265,1227483,NaN
13,1,62,1,2651,4371,4874,1250965,NaN
14,1,66,1,2651,4149,4018,1263757,NaN
15,1,60,0,2651,1143,3186,1277292,NaN
16,1,65,1,2651,3880,6169,1293139,NaN
17,1,63,0,2651,3687,3706,1304226,NaN
18,1,65,1,2651,2764,2018,1314669,NaN
19,1,67,1,2651,857,6065,1330148,NaN
20,1,62,0,2651,7129,4291,1341340,NaN
