,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,20,NaN,7715,1,3306,1011325,NaN
1,1,12,0,7715,7552,4787,1024309,NaN
2,1,34,1,7715,6952,3684,1038287,NaN
3,1,27,0,7715,7543,11376,1057516,NaN
4,1,15,0,7715,6740,4137,1066157,NaN
5,1,29,1,7715,7517,2554,1079519,NaN
6,1,9,0,7715,6500,1666,1091677,NaN
7,1,17,1,7715,7752,2503,1101860,NaN
8,1,16,0,7715,5474,2537,1109039,NaN
9,1,5,0,7715,4285,1774,1116797,NaN
10,1,11,1,7715,7680,2181,1128963,NaN
11,1,28,1,7715,8303,3668,1142979,NaN
12,1,19,0,7715,4200,2193,1152288,NaN
13,1,14,1,7715,7921,1746,1162457,NaN
14,1,23,1,7715,7989,1496,1171491,NaN
15,1,8,0,7715,3960,1687,1180409,NaN
16,1,12,1,7715,7560,1508,1194829,NaN
17,1,3,0,7715,2523,2205,1214416,NaN
18,1,5,1,7715,7947,2064,1221681,NaN
19,1,21,1,7715,7695,1520,1229511,NaN
20,1,7,0,7715,1921,3049,1237720,NaN
