,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,32,NaN,8322,1,11572,568075,0
1,1,33,1,8322,8082,6957,594393,0
2,1,36,1,8322,8161,6713,613312,0
3,1,30,0,8322,7616,3745,631881,0
4,1,36,1,8322,8326,5786,651601,0
5,1,34,0,8322,7586,4572,665562,0
6,1,41,1,8322,8185,5414,683513,0
7,1,46,1,8322,8371,7562,715571,0
8,1,36,0,8322,7560,4053,727540,0
9,1,46,1,8322,7875,4895,739684,0
10,1,41,0,8322,7158,45774,793282,0
11,1,37,0,8322,6952,2664,808700,0
12,1,37,0,8322,6740,5592,825187,0
13,1,48,1,8322,7755,7803,840089,0
14,1,35,0,8322,4200,7413,854114,0
15,1,44,1,8322,1865,5793,869992,0
16,1,46,1,8322,949,4423,889554,0
17,1,36,0,8322,4196,5875,904275,0
18,1,39,0,8322,4093,5487,916717,0
19,1,35,1,8322,7532,3646,928732,0
20,1,31,0,8322,1921,3676,942750,0
