,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,24,NaN,6729,1,84745,712454,0
1,0,31,0,6729,6827,14478,745827,0
2,0,36,0,6729,6789,7392,762371,0
3,0,30,1,6729,329,5809,799108,0
4,0,41,0,6729,6768,5704,811860,0
5,0,36,1,6729,5930,4017,827642,0
6,0,41,0,6729,6487,2957,850906,0
7,0,44,0,6729,4828,8354,873819,0
8,0,39,1,6729,4436,7378,893698,0
9,0,39,0,6729,4371,7129,924579,0
10,0,36,1,6729,7050,3449,938491,0
11,0,35,1,6729,857,12722,957386,0
12,0,30,1,6729,7138,10850,974561,0
13,0,32,0,6729,3808,8953,1018001,0
14,0,30,1,6729,6524,9521,1035176,0
15,0,34,0,6729,2980,7977,1081568,0
16,0,37,0,6729,2890,9178,1109473,0
17,0,36,1,6729,5521,8976,1136176,0
18,0,36,1,6729,4892,4666,1148600,0
19,0,35,0,6729,2094,8994,1168225,0
20,0,34,1,6729,6154,3210,1175899,0
