,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,54,NaN,6756,1,7033,1237792,NaN
1,0,59,0,6756,4892,5634,1258016,NaN
2,0,49,1,6756,7173,7377,1281574,NaN
3,0,55,0,6756,4436,7989,1294345,NaN
4,0,57,0,6756,4058,4274,1304104,NaN
5,0,55,1,6756,6905,15481,1337975,NaN
6,0,57,0,6756,2651,16491,1359935,NaN
7,0,53,1,6756,6992,9369,1386583,NaN
8,0,55,0,6756,2203,9265,1400454,NaN
9,0,57,0,6756,690,6525,1412655,NaN
10,0,55,1,6756,6154,7945,1428151,NaN
11,0,53,1,6756,4828,7290,1441158,NaN
12,0,54,0,6756,545,5249,1456070,NaN
13,0,53,1,6756,6544,7508,1473871,NaN
14,0,52,1,6756,6827,8026,1487823,NaN
15,0,54,0,6756,360,7435,1504373,NaN
16,0,52,1,6756,4149,5802,1523557,NaN
17,0,56,0,6756,333,7381,1536959,NaN
18,0,54,1,6756,6847,7153,1551926,NaN
19,0,53,1,6756,7050,7762,1565086,NaN
20,0,54,0,6756,329,5969,1576790,NaN
