,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,41,NaN,1284,1,13679,501024,0
1,0,62,0,1284,5308,11810,553471,0
2,0,81,0,1284,3827,3363,569070,0
3,0,44,1,1284,2012,8259,600622,0
4,0,46,0,1284,3049,4475,622264,0
5,0,61,1,1284,5404,4581,636655,0
6,0,71,0,1284,2850,4268,660358,0
7,0,91,0,1284,2250,3055,670327,0
8,0,40,1,1284,3705,7012,693712,0
9,0,76,0,1284,660,6540,734263,0
10,0,50,1,1284,1746,5713,754039,0
11,0,56,1,1284,5331,2915,768463,0
12,0,31,1,1284,2472,4961,780341,0
13,0,56,0,1284,611,3924,795198,0
14,0,51,1,1284,4300,3676,826903,0
15,0,61,0,1284,399,4005,838735,0
16,0,61,0,1284,219,2654,853847,0
17,0,55,1,1284,765,2685,872727,0
18,0,41,1,1284,4553,2660,889150,0
19,0,63,0,1284,210,2452,908350,0
20,0,30,1,1284,2478,7012,923261,0
