,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,51,NaN,4574,1,13177,959252,NaN
1,0,32,0,4574,5253,5764,998508,NaN
2,0,0,1,4574,5913,3588,1016780,NaN
3,0,45,0,4574,5214,2941,1029957,NaN
4,0,48,0,4574,3980,4868,1053468,NaN
5,0,20,1,4574,5554,2156,1064867,NaN
6,0,30,0,4574,1316,3850,1077094,NaN
7,0,49,0,4574,8243,3412,1100939,NaN
8,0,30,1,4574,5376,1931,1110195,NaN
9,0,42,0,4574,5921,4195,1129946,NaN
10,0,3,1,4574,5354,5483,1141554,NaN
11,0,11,1,4574,4657,1797,1150971,NaN
12,0,19,1,4574,4465,3044,1162330,NaN
13,0,50,0,4574,5931,6644,1176858,NaN
14,0,25,1,4574,4299,3781,1194586,NaN
15,0,67,0,4574,2199,3908,1205131,NaN
16,0,56,0,4574,5387,1893,1217090,NaN
17,0,3,1,4574,3737,1747,1227210,NaN
18,0,24,1,4574,2478,2443,1239874,NaN
19,0,28,0,4574,5237,3435,1261523,NaN
20,0,34,1,4574,2305,2684,1282482,NaN
