,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,66,NaN,372,1,12553,378127,1
1,0,71,0,372,8312,12172,403366,1
2,0,77,0,372,7638,7463,428380,1
3,0,71,1,372,7529,10064,447509,1
4,0,76,0,372,7720,4881,463427,1
5,0,61,1,372,7149,3508,474029,1
6,0,69,0,372,8322,5932,486506,1
7,0,80,0,372,7755,5449,503931,1
8,0,67,1,372,6500,4739,526335,1
9,0,76,0,372,7158,3144,534636,1
10,0,56,1,372,5569,4168,543405,1
11,0,49,1,372,5229,5287,566770,1
12,0,43,1,372,4227,5991,577787,1
13,0,53,0,372,8271,3337,585318,1
14,0,50,1,372,4196,4050,593789,1
15,0,60,0,372,8371,5049,607361,1
16,0,63,0,372,7866,5967,625599,1
17,0,56,1,372,3960,3472,634315,1
18,0,51,1,372,2523,6237,645454,1
19,0,55,0,372,7989,3159,655103,1
20,0,48,1,372,409,11264,671767,1
