,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,51,NaN,5921,1,7530,634645,NaN
1,0,65,0,5921,4291,4152,658468,NaN
2,0,52,1,5921,5354,2489,668517,NaN
3,0,52,0,5921,5554,2647,679717,NaN
4,0,59,0,5921,4300,6431,701261,NaN
5,0,50,1,5921,5253,4049,716332,NaN
6,0,53,0,5921,5699,4920,733045,NaN
7,0,57,0,5921,4374,1793,740093,NaN
8,0,45,1,5921,4657,1450,748212,NaN
9,0,53,0,5921,5933,2834,759692,NaN
10,0,42,1,5921,4574,5626,773605,NaN
11,0,39,1,5921,4553,3566,786108,NaN
12,0,39,1,5921,4465,3663,795054,NaN
13,0,45,0,5921,2305,2225,805726,NaN
14,0,44,1,5921,4203,2176,822812,NaN
15,0,48,0,5921,4299,2504,834948,NaN
16,0,53,0,5921,5214,2424,846213,NaN
17,0,46,1,5921,3737,1699,853453,NaN
18,0,44,1,5921,2199,2033,861150,NaN
19,0,54,0,5921,4719,4351,872364,NaN
20,0,50,1,5921,1316,2824,882229,NaN
