,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,73,NaN,4300,1,6152,368293,1
1,0,82,0,4300,4142,4624,388446,1
2,0,88,0,4300,5933,3792,403596,1
3,0,79,1,4300,4299,7465,422326,1
4,0,83,0,4300,765,1567,431998,1
5,0,76,1,4300,4291,2944,444509,1
6,0,84,0,4300,210,3159,456261,1
7,0,82,0,4300,5408,3089,470710,1
8,0,76,1,4300,4085,2392,482773,1
9,0,82,0,4300,660,2952,497765,1
10,0,80,1,4300,3827,2720,507612,1
11,0,76,1,4300,3221,2064,516764,1
12,0,78,1,4300,2850,2001,526236,1
13,0,76,0,4300,4504,3337,536788,1
14,0,78,1,4300,2012,5097,548422,1
15,0,84,0,4300,1881,5202,564460,1
16,0,83,0,4300,1284,3130,573190,1
17,0,75,1,4300,1183,3528,589605,1
18,0,75,1,4300,399,2442,598628,1
19,0,83,0,4300,611,3776,610349,1
20,0,79,1,4300,219,2400,619405,1
