,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,33,NaN,5699,1,8808,856311,NaN
1,0,18,1,5699,3737,4743,875137,NaN
2,0,25,0,5699,5354,10002,895233,NaN
3,0,21,1,5699,4465,6158,909353,NaN
4,0,9,1,5699,5913,5599,920134,NaN
5,0,11,0,5699,5237,3144,933189,NaN
6,0,10,1,5699,5253,3172,942573,NaN
7,0,10,1,5699,5845,3815,952695,NaN
8,0,10,0,5699,5214,5434,965645,NaN
9,0,9,1,5699,5931,3350,975882,NaN
10,0,16,0,5699,4299,3917,985953,NaN
11,0,26,0,5699,4203,5009,996546,NaN
12,0,32,0,5699,3910,4497,1005901,NaN
13,0,25,1,5699,2472,3306,1013778,NaN
14,0,32,0,5699,2305,6585,1026389,NaN
15,0,22,1,5699,5376,9119,1040090,NaN
16,0,18,1,5699,5921,2497,1047307,NaN
17,0,26,0,5699,2199,6380,1060561,NaN
18,0,32,0,5699,1316,4073,1069997,NaN
19,0,21,1,5699,2478,4067,1080995,NaN
20,0,28,0,5699,356,8135,1095947,NaN
