,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,50,,5387,1,6154,983537,
1,0,50,1.0,5387,4657,14497,1015745,
2,0,51,1.0,5387,4574,7153,1028993,
3,0,50,0.0,5387,2199,9194,1045354,
4,0,55,1.0,5387,4465,10215,1062602,
5,0,51,0.0,5387,5845,3632,1078914,
6,0,61,1.0,5387,4203,12592,1100513,
7,0,65,1.0,5387,4085,8064,1115697,
8,0,39,0.0,5387,4504,20265,1141208,
9,0,35,1.0,5387,3980,9610,1155897,
10,0,45,0.0,5387,5931,9742,1180256,
11,0,62,0.0,5387,1316,2913,1188673,
12,0,64,0.0,5387,210,10657,1205105,
13,0,55,1.0,5387,3737,10689,1223937,
14,0,65,0.0,5387,4300,4226,1233329,
15,0,62,1.0,5387,2478,5920,1245138,
16,0,62,1.0,5387,2472,3808,1255089,
17,0,65,0.0,5387,3910,10178,1270546,
18,0,70,0.0,5387,4299,4928,1280209,
19,0,67,1.0,5387,1881,3354,1288441,
20,0,71,0.0,5387,219,3291,1296201,
