,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,0,61,,611,1,23344,522450,1
1,0,40,1.0,611,3827,15989,554841,1
2,0,31,1.0,611,3705,13303,581000,1
3,0,30,0.0,611,660,20959,625666,1
4,0,11,1.0,611,3221,10409,648883,1
5,0,16,0.0,611,3049,7146,672170,1
6,0,11,1.0,611,2850,5609,685274,1
7,0,11,1.0,611,2250,8656,701490,1
8,0,15,0.0,611,5463,8688,726403,1
9,0,10,1.0,611,1284,10401,749105,1
10,0,15,0.0,611,5371,9415,769832,1
11,0,31,0.0,611,5331,9410,788674,1
12,0,40,0.0,611,2012,10584,805817,1
13,0,35,1.0,611,1183,7464,823449,1
14,0,42,0.0,611,210,9208,839884,1
15,0,38,1.0,611,478,9935,867153,1
16,0,25,1.0,611,399,6008,887145,1
17,0,44,0.0,611,4142,13153,911649,1
18,0,55,0.0,611,765,7705,925289,1
19,0,48,1.0,611,219,11737,944697,1
20,0,60,0.0,611,5310,6503,964041,1
