,cb,estimate,feedback,pair0,pair1,rt,time_elapsed,truth
0,1,25,NaN,8285,1,13941,394011,0
1,1,23,0,8285,7696,8045,413362,0
2,1,20,0,8285,7638,2644,425038,0
3,1,20,1,8285,2523,3264,435547,0
4,1,20,0,8285,7614,2086,446199,0
5,1,25,1,8285,7720,2423,455642,0
6,1,20,0,8285,7543,2739,463261,0
7,1,14,0,8285,7517,4010,472435,0
8,1,20,1,8285,3960,3503,481765,0
9,1,13,0,8285,7149,1803,487887,0
10,1,18,1,8285,7665,1409,495435,0
11,1,22,1,8285,8025,1533,503441,0
12,1,34,1,8285,7521,2366,510631,0
13,1,33,0,8285,5569,1667,517296,0
14,1,30,1,8285,7858,1519,523755,0
15,1,28,0,8285,5278,1337,529727,0
16,1,27,0,8285,5229,2108,536425,0
17,1,27,1,8285,8343,2156,543498,0
18,1,27,1,8285,8410,1166,553004,0
19,1,28,0,8285,4196,1526,560672,0
20,1,16,1,8285,6086,1843,569911,0
